animalId,intakeDate,intakeReason,species,sex,breed,color,outcomeDate,outcome,shelterName,shelterID,city,state,indate,outdate,lengthOfStay
AA890103,10/02/2023 12:37:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2023-12-06T12:49:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-12-06,65 days
AA890104,10/02/2023 12:37:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2023-12-06T12:52:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-12-06,65 days
AA890105,10/02/2023 12:37:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2023-12-06T13:02:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-12-06,65 days
AA890106,10/02/2023 12:37:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black/White,2023-12-06T12:48:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-12-06,65 days
AA890109,10/02/2023 01:09:00 PM,Owner Surrender,Dog,Intact Female,Bichon Frise Mix,White,2023-10-03T15:29:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-03,1 days
AA890118,10/02/2023 02:13:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Torbie,2023-10-10T15:35:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-10,8 days
AA890111,10/02/2023 02:15:00 PM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Black,2023-10-09T16:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-09,7 days
AA890116,10/02/2023 02:32:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Orange Tabby/White,2023-10-02T20:05:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-02,0 days
AA890117,10/02/2023 02:39:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,2023-10-02T16:05:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-02,0 days
AA890119,10/02/2023 02:48:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Cream Tabby,2023-10-06T11:13:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-06,4 days
AA890128,10/02/2023 03:42:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue/White,2023-10-09T17:47:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-09,7 days
AA890137,10/02/2023 05:40:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2023-10-19T08:58:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-19,17 days
AA890138,10/02/2023 05:53:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue/White,2023-12-01T17:28:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-12-01,60 days
AA890139,10/02/2023 05:53:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue,2023-10-06T16:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-06,4 days
AA890145,10/02/2023 06:33:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,2023-10-06T17:54:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-06,4 days
AA890146,10/02/2023 06:33:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2023-10-06T16:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-06,4 days
AA890150,10/02/2023 07:06:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-10-09T17:43:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-09,7 days
AA890151,10/02/2023 07:06:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-10-09T17:32:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-09,7 days
AA890152,10/02/2023 07:06:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-10-12T17:06:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-12,10 days
AA890153,10/02/2023 07:06:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-10-09T18:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-09,7 days
AA890154,10/02/2023 07:06:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-10-12T17:07:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-10-12,10 days
AA890155,10/02/2023 07:06:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-11-18T16:35:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2023-11-18,47 days
AA860609,10/02/2023 07:08:00 PM,Stray,Dog,Neutered Male,Pointer Mix,White/Brown Brindle,2024-01-27T16:48:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-02,2024-01-27,117 days
AA890166,10/03/2023 08:22:00 AM,Stray,Dog,Intact Male,Plott Hound Mix,Brown Brindle,2023-11-07T11:06:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-11-07,35 days
AA890169,10/03/2023 08:37:00 AM,Wildlife,Other,Unknown,Bat,Brown,2023-10-03T11:39:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-03,0 days
AA890170,10/03/2023 08:57:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Blue/White,2023-11-02T16:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-11-02,30 days
AA890174,10/03/2023 10:08:00 AM,Public Assist,Dog,Neutered Male,Cardigan Welsh Corgi,Tan/White,2023-10-04T17:17:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890176,10/03/2023 11:05:00 AM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2023-10-11T16:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-11,8 days
AA890177,10/03/2023 11:33:00 AM,Stray,Dog,Intact Female,Labrador Retriever,Black/White,2023-12-05T13:27:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-12-05,63 days
AA890178,10/03/2023 11:33:00 AM,Stray,Dog,Intact Female,Labrador Retriever,Black/White,2023-10-23T17:12:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-23,20 days
AA890179,10/03/2023 11:35:00 AM,Stray,Dog,Intact Male,Pit Bull,Blue/White,2023-11-30T10:38:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-11-30,58 days
AA887832,10/03/2023 11:37:00 AM,Owner Surrender,Dog,Spayed Female,Jack Russell Terrier,White/Brown,2023-10-07T14:40:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-07,4 days
AA890181,10/03/2023 12:18:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Calico,2023-10-09T10:16:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-09,6 days
AA890183,10/03/2023 12:32:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever Mix,White,2024-02-02T15:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2024-02-02,122 days
AA890187,10/03/2023 12:32:00 PM,Owner Surrender,Dog,Intact Female,Australian Cattle Dog Mix,Brown/White,2023-11-13T13:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-11-13,41 days
AA890189,10/03/2023 12:54:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-12-23T16:22:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-12-23,81 days
AA890190,10/03/2023 12:54:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2024-01-02T17:18:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2024-01-02,91 days
AA890191,10/03/2023 01:14:00 PM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Blue,2023-10-15T10:58:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-15,12 days
AA890194,10/03/2023 01:38:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-10-10T11:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-10,7 days
AA886535,10/03/2023 01:39:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever Mix,Black/White,2023-10-30T16:24:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-30,27 days
AA890198,10/03/2023 02:08:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-10-04T12:34:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890199,10/03/2023 02:08:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-10-04T12:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890200,10/03/2023 02:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-10-04T12:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890201,10/03/2023 02:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Torbie,2023-10-04T12:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA888986,10/03/2023 02:14:00 PM,Stray,Dog,Intact Female,Chihuahua Shorthair,Black/White,2023-10-20T15:38:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-20,17 days
AA889441,10/03/2023 02:17:00 PM,Stray,Dog,Intact Female,Chihuahua Shorthair,Black,2023-10-18T11:06:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-18,15 days
AA890205,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Male,Chihuahua Longhair/Papillon,Brown/White,2024-01-23T06:54:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2024-01-23,112 days
AA890206,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Female,Maltese/Miniature Poodle,Buff,2023-10-04T16:43:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890207,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Female,Maltese/Chihuahua Longhair,Brown,2023-10-04T16:44:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890208,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Male,Maltese/Chihuahua Longhair,Brown,2023-10-04T16:44:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890209,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Male,Maltese/Chihuahua Longhair,Brown,2023-10-04T16:44:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890210,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Female,Maltese/Chihuahua Longhair,Black/Brown,2023-10-04T16:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890211,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Female,Maltese/Chihuahua Longhair,Black/Brown,2023-10-04T16:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA890212,10/03/2023 02:36:00 PM,Abandoned,Dog,Intact Male,Maltese/Chihuahua Longhair,Brown,2023-10-04T16:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-04,1 days
AA886388,10/03/2023 03:12:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Blue Tabby,2023-10-07T17:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-07,4 days
AA890219,10/03/2023 04:03:00 PM,Stray,Dog,Intact Male,Pit Bull Mix,White/Red,2023-11-13T15:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-11-13,41 days
AA890222,10/03/2023 04:33:00 PM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,2023-10-13T17:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-13,10 days
AA890223,10/03/2023 04:33:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2023-10-24T08:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-24,21 days
AA890224,10/03/2023 04:52:00 PM,Owner Surrender,Dog,Intact Female,Jack Russell Terrier,White/Tan,2023-10-25T16:02:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-25,22 days
AA890225,10/03/2023 05:31:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2023-10-12T16:21:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-12,9 days
AA851580,10/03/2023 05:38:00 PM,Owner Surrender,Dog,Neutered Male,Chihuahua Shorthair,Black/White,2023-10-06T14:55:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-06,3 days
AA890227,10/03/2023 06:47:00 PM,Stray,Cat,Intact Male,Domestic Longhair,Cream Tabby,2023-10-09T17:04:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-03,2023-10-09,6 days
AA890238,10/04/2023 08:19:00 AM,Stray,Cat,Neutered Male,Domestic Longhair,Brown Tabby,2023-10-05T11:36:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-05,1 days
AA890202,10/04/2023 08:19:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2023-10-06T13:10:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-06,2 days
AA890243,10/04/2023 08:35:00 AM,Stray,Dog,Intact Male,Blue Lacy Mix,Blue/White,2024-09-29T14:40:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2024-09-29,361 days
AA791798,10/04/2023 10:13:00 AM,Owner Surrender,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,2023-10-06T12:06:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-06,2 days
AA890245,10/04/2023 10:32:00 AM,Stray,Dog,Intact Male,Labrador Retriever,Brown,2023-11-17T16:12:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-17,44 days
AA890251,10/04/2023 11:20:00 AM,Stray,Dog,Intact Male,Pit Bull,Blue,2023-11-08T16:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-08,35 days
AA766322,10/04/2023 12:02:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair Mix,White/Black,2024-01-16T13:47:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2024-01-16,104 days
AA890260,10/04/2023 01:12:00 PM,Stray,Dog,Intact Female,Golden Retriever/Great Pyrenees,Brown,2023-10-09T12:40:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-09,5 days
AA890262,10/04/2023 01:30:00 PM,Stray,Cat,Neutered Male,Domestic Longhair,Cream/White,2023-10-14T10:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-14,10 days
AA890272,10/04/2023 02:27:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby/White,2023-11-07T17:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-07,34 days
AA890273,10/04/2023 02:27:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Cream,2023-10-29T15:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-29,25 days
AA879241,10/04/2023 02:53:00 PM,Stray,Dog,Spayed Female,Labrador Retriever,Black,2023-10-04T15:23:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-04,0 days
AA890281,10/04/2023 03:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-11-03T16:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-03,30 days
AA890283,10/04/2023 03:08:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-10-11T17:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-11,7 days
AA890284,10/04/2023 03:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-10-11T18:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-11,7 days
AA890285,10/04/2023 03:08:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-10-13T11:18:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-13,9 days
AA890286,10/04/2023 03:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Calico,2023-10-14T08:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-14,10 days
AA890287,10/04/2023 03:08:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Torbie,2023-10-14T15:12:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-14,10 days
AA890275,10/04/2023 03:25:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby,2023-10-09T10:14:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-09,5 days
AA890288,10/04/2023 04:35:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Cream Tabby,2023-11-09T16:01:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-09,36 days
AA890292,10/04/2023 04:58:00 PM,Stray,Dog,Neutered Male,Pit Bull,White/Black,2023-11-27T14:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-27,54 days
AA890290,10/04/2023 05:01:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2023-10-11T18:03:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-11,7 days
AA890291,10/04/2023 05:02:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Tortie,2023-11-11T11:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-11,38 days
AA890294,10/04/2023 05:56:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Cream Tabby,2024-01-02T11:45:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2024-01-02,90 days
AA884857,10/04/2023 06:28:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Blue/White,2023-10-05T16:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-10-05,1 days
AA877260,10/04/2023 06:40:00 PM,Owner Surrender,Dog,Neutered Male,Pit Bull,White/Brown Brindle,2023-11-20T16:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-04,2023-11-20,47 days
AA890300,10/05/2023 04:31:00 AM,Public Assist,Dog,Intact Male,Labrador Retriever Mix,Brown/White,2023-10-12T17:05:00,Rto-Adopt,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-12,7 days
AA890278,10/05/2023 10:42:00 AM,Public Assist,Dog,Intact Male,Great Pyrenees,White,2023-11-05T08:42:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-05,31 days
AA890314,10/05/2023 10:50:00 AM,Stray,Dog,Intact Female,Golden Retriever Mix,White,2023-11-17T17:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-17,43 days
AA890323,10/05/2023 11:32:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,2023-10-06T16:50:17,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-06,1 days
AA890315,10/05/2023 11:40:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-11-05T13:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-05,31 days
AA890316,10/05/2023 11:40:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-11-05T13:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-05,31 days
AA890317,10/05/2023 11:40:00 AM,Stray,Cat,Intact Female,Domestic Medium Hair,Blue Tabby,2023-11-05T13:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-05,31 days
AA890318,10/05/2023 11:40:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby/White,2023-11-05T13:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-05,31 days
AA890319,10/05/2023 11:52:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-10-13T17:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-13,8 days
AA885473,10/05/2023 12:01:00 PM,Stray,Dog,Neutered Male,Pit Bull,White,2024-04-10T15:30:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2024-04-10,188 days
AA890326,10/05/2023 12:26:00 PM,Stray,Dog,Intact Male,Yorkshire Terrier,Black/Brown,2023-11-15T10:42:00,Missing,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-11-15,41 days
AA890355,10/05/2023 12:43:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Brown Tabby,2023-10-10T12:24:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-10,5 days
AA890330,10/05/2023 01:33:00 PM,Stray,Dog,Intact Female,Rottweiler,Black/Tan,2023-10-18T19:27:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-18,13 days
AA890342,10/05/2023 02:31:00 PM,Stray,Dog,Intact Male,Pit Bull Mix,Brown/White,2024-02-17T07:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2024-02-17,135 days
AA890343,10/05/2023 02:58:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair,Black,2023-10-08T13:25:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-08,3 days
AA890339,10/05/2023 03:10:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair Mix,White/Cream Tabby,2023-10-06T13:42:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-06,1 days
AA890349,10/05/2023 03:52:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-12-03T13:01:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-12-03,59 days
AA890347,10/05/2023 03:56:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,White/Black,2023-10-31T18:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-31,26 days
AA890362,10/05/2023 04:38:00 PM,Owner Surrender,Dog,Spayed Female,Pit Bull,White,2023-12-30T17:23:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-12-30,86 days
AA890364,10/05/2023 04:38:00 PM,Owner Surrender,Dog,Neutered Male,Pit Bull,White,2023-12-30T17:23:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-12-30,86 days
AA890356,10/05/2023 04:48:00 PM,Owner Surrender,Dog,Intact Female,Labrador Retriever/Feist,Black/White,2023-10-30T15:56:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-30,25 days
AA890357,10/05/2023 04:48:00 PM,Owner Surrender,Dog,Intact Male,German Shepherd Mix,Black/Brown,2023-10-26T13:43:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-26,21 days
AA890358,10/05/2023 04:51:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-10-11T17:25:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-11,6 days
AA890359,10/05/2023 04:51:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-10-11T16:12:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-11,6 days
AA890360,10/05/2023 04:51:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-10-12T17:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-12,7 days
AA890361,10/05/2023 04:51:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-10-10T16:11:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-10,5 days
AA890368,10/05/2023 05:09:00 PM,Stray,Dog,Intact Female,German Shepherd Mix,Black/Brown,2023-10-15T13:06:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-15,10 days
AA890365,10/05/2023 05:53:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Cream,2023-10-16T08:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-16,11 days
AA890366,10/05/2023 06:19:00 PM,Wildlife,Other,Unknown,Skunk,Black/White,2023-10-05T08:42:00,Disposal,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-05,0 days
AA890370,10/05/2023 06:54:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-10-09T10:11:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-09,4 days
AA890376,10/05/2023 09:59:00 PM,Public Assist,Dog,Intact Male,Pit Bull Mix,Tan/White,2023-10-19T15:54:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-19,14 days
AA890377,10/05/2023 09:59:00 PM,Stray,Dog,Intact Female,Pit Bull Mix,Tan/White,2023-10-14T15:56:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-05,2023-10-14,9 days
AA890385,10/06/2023 08:11:00 AM,Stray,Dog,Intact Female,Pit Bull Mix,Blue/White,2023-10-10T15:09:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-06,2023-10-10,4 days
AA890392,10/06/2023 10:11:00 AM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby,2023-10-12T09:36:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-06,2023-10-12,6 days
AA888609,10/06/2023 10:32:00 AM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Orange Tabby,2023-10-06T14:54:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-10-06,2023-10-06,0 days
